Date,Open,High,Low,Close,Adj Close,Volume
2022-01-03,116.47000122070312,117.80000305175781,114.77999877929688,116.68000030517578,110.96166229248047,5475700
2022-01-04,116.9000015258789,117.05000305175781,114.16999816894531,114.23999786376953,108.64124298095703,8367600
2022-01-05,114.4000015258789,114.95999908447266,110.4000015258789,110.44000244140625,105.02747344970703,8662300
2022-01-06,110.0,111.87999725341797,109.98999786376953,111.13999938964844,105.69316864013672,6099900
2022-01-07,108.22000122070312,109.70999908447266,107.4800033569336,107.56999969482422,102.29813385009766,11266400
2022-01-10,106.62000274658203,107.01000213623047,104.41999816894531,106.02999877929688,100.83358764648438,8499400
2022-01-11,106.04000091552734,106.16999816894531,103.70999908447266,104.04000091552734,98.94113159179688,13073200
2022-01-12,104.44000244140625,105.31999969482422,103.68000030517578,103.87000274658203,98.77946472167969,11810500
2022-01-13,104.1500015258789,104.66999816894531,102.08999633789062,102.4000015258789,97.38150787353516,9818500
2022-01-14,101.91000366210938,101.91000366210938,99.08999633789062,100.12000274658203,95.2132339477539,13703200
2022-01-18,99.16999816894531,99.36000061035156,97.51000213623047,97.7300033569336,92.94038391113281,11396000
2022-01-19,97.94000244140625,98.38999938964844,96.77999877929688,96.87000274658203,92.12252044677734,10856800
2022-01-20,97.48999786376953,98.94000244140625,95.58999633789062,95.72000122070312,91.02886962890625,20311500
2022-01-21,95.9000015258789,98.41000366210938,95.47000122070312,96.30999755859375,91.58995819091797,13438300
2022-01-24,94.75,98.3499984741211,94.41000366210938,98.0999984741211,93.29222869873047,17201400
2022-01-25,96.66999816894531,98.08999633789062,95.12999725341797,97.01000213623047,92.25566864013672,12368500
2022-01-26,97.69999694824219,98.63999938964844,94.9000015258789,95.58000183105469,90.89573669433594,11863000
2022-01-27,96.62000274658203,97.16999816894531,95.05999755859375,95.31999969482422,90.64847564697266,7322200
2022-01-28,95.05999755859375,97.22000122070312,93.79000091552734,97.20999908447266,92.44585418701172,8345400
2022-01-31,97.02999877929688,98.4000015258789,96.41999816894531,98.31999969482422,93.50146484375,8807700
2022-02-01,98.41999816894531,99.02999877929688,96.80000305175781,98.76000213623047,93.9198989868164,11601900
2022-02-02,95.80000305175781,99.1500015258789,94.73999786376953,97.7300033569336,92.94038391113281,15578800
2022-02-03,96.83999633789062,97.47000122070312,95.66999816894531,95.94000244140625,91.23810577392578,8901100
2022-02-04,95.41000366210938,95.94000244140625,93.83000183105469,95.0,90.34416198730469,8267600
2022-02-07,95.3499984741211,96.11000061035156,94.87999725341797,95.19000244140625,90.52484893798828,6849000
2022-02-08,95.29000091552734,96.02999877929688,94.3499984741211,94.91999816894531,90.2680892944336,7161000
2022-02-09,96.25,97.97000122070312,96.19999694824219,97.12999725341797,92.3697738647461,9353700
2022-02-10,95.45999908447266,96.80999755859375,94.9800033569336,95.30999755859375,91.09854888916016,9098800
2022-02-11,95.58999633789062,96.48999786376953,93.36000061035156,93.7300033569336,89.5883560180664,6924800
2022-02-14,93.75,94.48999786376953,92.41999816894531,93.6500015258789,89.51190948486328,7948500
2022-02-15,95.1500015258789,95.45999908447266,94.36000061035156,94.51000213623047,90.33390045166016,7722200
2022-02-16,94.33999633789062,95.55000305175781,93.16000366210938,95.18000030517578,90.97429656982422,6545800
2022-02-17,94.41999816894531,94.62999725341797,92.77999877929688,93.05000305175781,88.93842315673828,6578200
2022-02-18,92.55999755859375,94.05000305175781,92.52999877929688,93.33999633789062,89.2155990600586,6210600
2022-02-22,93.5999984741211,94.04000091552734,92.36000061035156,93.11000061035156,88.99575805664062,8622500
2022-02-23,93.87999725341797,93.87999725341797,89.44000244140625,89.6500015258789,85.68865203857422,9674800
2022-02-24,87.5,91.19999694824219,87.25,91.01000213623047,86.9885482788086,9260500
2022-02-25,91.30000305175781,92.79000091552734,90.27999877929688,92.58000183105469,88.48918151855469,7039400
2022-02-28,91.29000091552734,92.30999755859375,90.62000274658203,91.79000091552734,87.73408508300781,8591500
2022-03-01,91.48999786376953,91.51000213623047,89.6500015258789,90.13999938964844,86.156982421875,7100700
2022-03-02,90.7699966430664,93.27999877929688,90.58999633789062,92.7699966430664,88.6707763671875,10721100
2022-03-03,93.4800033569336,93.5,91.08000183105469,91.52999877929688,87.48556518554688,6587400
2022-03-04,90.97000122070312,91.16000366210938,89.44999694824219,90.02999877929688,86.05184936523438,7179800
2022-03-07,90.04000091552734,90.05000305175781,84.3499984741211,84.45999908447266,80.72797393798828,14608700
2022-03-08,84.76000213623047,86.91999816894531,83.76000213623047,84.0,80.28829956054688,10692000
2022-03-09,86.5,88.12999725341797,86.33000183105469,87.5999984741211,83.72921752929688,8811600
2022-03-10,86.08999633789062,87.36000061035156,85.5999984741211,87.16000366210938,83.30866241455078,9114300
2022-03-11,88.3499984741211,88.80999755859375,82.54000091552734,82.7300033569336,79.07441711425781,15351700
2022-03-14,82.31999969482422,82.33999633789062,78.91999816894531,79.29000091552734,75.78642272949219,18199300
2022-03-15,80.5,83.44000244140625,80.27999877929688,83.12000274658203,79.44718933105469,12542300
2022-03-16,88.01000213623047,90.08999633789062,85.62000274658203,87.41000366210938,83.54762268066406,21207900
2022-03-17,87.45999908447266,87.94999694824219,86.01000213623047,87.66000366210938,83.78658294677734,8554200
2022-03-18,86.12000274658203,89.75,84.9800033569336,89.5999984741211,85.64085388183594,23784200
2022-03-21,89.61000061035156,89.72000122070312,85.97000122070312,86.86000061035156,83.02193450927734,11925300
2022-03-22,87.4000015258789,89.0999984741211,87.1500015258789,87.88999938964844,84.00640869140625,8447400
2022-03-23,87.36000061035156,87.70999908447266,86.0999984741211,86.22000122070312,82.41020202636719,7670500
2022-03-24,86.83000183105469,87.1500015258789,85.55999755859375,87.12000274658203,83.27044677734375,6163400
2022-03-25,87.38999938964844,87.66999816894531,86.22000122070312,87.44999694824219,83.58584594726562,7048100
2022-03-28,87.4800033569336,88.41999816894531,86.75,88.37999725341797,84.4747543334961,5981000
2022-03-29,89.69999694824219,91.9000015258789,89.66000366210938,91.2300033569336,87.19884490966797,8963200
2022-03-30,90.75,91.54000091552734,90.4000015258789,91.02999877929688,87.0076675415039,8122100
2022-03-31,91.31999969482422,92.62999725341797,90.97000122070312,90.97000122070312,86.9503173828125,11306100
2022-04-01,91.5,91.88999938964844,90.4800033569336,91.48999786376953,87.44734954833984,6516300
2022-04-04,87.88999938964844,88.45999908447266,86.18000030517578,88.08999633789062,84.19757843017578,16243100
2022-04-05,86.55999755859375,86.62000274658203,83.81999969482422,84.12000274658203,80.40299224853516,17525800
2022-04-06,83.6500015258789,83.88999938964844,82.06999969482422,83.36000061035156,79.67657470703125,10567000
2022-04-07,82.98999786376953,83.5,81.44999694824219,83.12000274658203,79.44718933105469,10869100
2022-04-08,83.19000244140625,83.19000244140625,81.33999633789062,81.5199966430664,77.91787719726562,9286800
2022-04-11,80.87999725341797,81.73999786376953,80.29000091552734,80.68000030517578,77.11499786376953,8623200
2022-04-12,80.83000183105469,81.2699966430664,79.6500015258789,79.79000091552734,76.26432800292969,8472500
